Source,Target,Weight,Type
2,714,0.1741,Undirected
2,716,0.163,Undirected
2,717,0.2708,Undirected
2,720,0.1703,Undirected
2,728,0.1976,Undirected
2,731,0.2467,Undirected
2,732,0.2384,Undirected
2,733,0.1766,Undirected
2,741,0.1862,Undirected
2,747,0.2041,Undirected
2,755,0.2292,Undirected
2,765,0.159,Undirected
2,768,0.1596,Undirected
2,772,0.1628,Undirected
2,776,0.1509,Undirected
2,783,0.2602,Undirected
2,784,0.1709,Undirected
3,4,0.2289,Undirected
3,7,0.281,Undirected
3,8,0.1572,Undirected
3,9,0.1645,Undirected
3,12,0.2465,Undirected
3,21,0.1816,Undirected
3,48,0.1785,Undirected
3,51,0.1649,Undirected
3,52,0.1672,Undirected
3,115,0.1675,Undirected
3,125,0.1764,Undirected
3,128,0.2265,Undirected
3,129,0.1694,Undirected
3,133,0.1694,Undirected
3,135,0.1652,Undirected
3,136,0.1586,Undirected
3,150,0.2126,Undirected
3,168,0.1712,Undirected
3,173,0.1657,Undirected
3,178,0.1933,Undirected
3,179,0.1841,Undirected
3,192,0.1719,Undirected
3,196,0.1549,Undirected
3,197,0.1697,Undirected
3,302,0.1859,Undirected
3,310,0.2106,Undirected
3,311,0.2301,Undirected
3,312,0.1807,Undirected
3,313,0.2264,Undirected
3,314,0.2105,Undirected
3,326,0.1659,Undirected
3,347,0.203,Undirected
3,355,0.168,Undirected
3,372,0.1628,Undirected
3,373,0.164,Undirected
3,399,0.1991,Undirected
3,433,0.1685,Undirected
3,434,0.1964,Undirected
3,435,0.1685,Undirected
3,442,0.2377,Undirected
3,449,0.1871,Undirected
3,455,0.245,Undirected
3,456,0.1586,Undirected
3,457,0.2693,Undirected
3,458,0.1792,Undirected
3,480,0.1511,Undirected
3,491,0.223,Undirected
3,503,0.1768,Undirected
3,538,0.1639,Undirected
3,583,0.2898,Undirected
3,585,0.2466,Undirected
3,586,0.2346,Undirected
3,587,0.1907,Undirected
3,588,0.2267,Undirected
3,604,0.1988,Undirected
3,665,0.1563,Undirected
3,666,0.2188,Undirected
3,728,0.1803,Undirected
3,731,0.1528,Undirected
3,733,0.1819,Undirected
3,747,0.1808,Undirected
4,5,0.4551,Undirected
4,6,0.4123,Undirected
4,7,0.4531,Undirected
4,8,0.1888,Undirected
4,9,0.209,Undirected
4,11,0.2853,Undirected
4,12,0.4011,Undirected
4,35,0.2564,Undirected
4,42,0.495,Undirected
4,45,0.1915,Undirected
4,46,0.2109,Undirected
4,49,0.1787,Undirected
4,51,0.1517,Undirected
4,52,0.2537,Undirected
4,58,0.1751,Undirected
4,67,0.1904,Undirected
4,73,0.1837,Undirected
4,75,0.1847,Undirected
4,94,0.3251,Undirected
4,99,0.1746,Undirected
4,102,0.1608,Undirected
4,109,0.1635,Undirected
4,112,0.156,Undirected
4,114,0.2856,Undirected
4,115,0.3051,Undirected
4,116,0.1991,Undirected
4,117,0.2191,Undirected
4,119,0.1894,Undirected
4,124,0.2863,Undirected
4,125,0.201,Undirected
4,127,0.1535,Undirected
4,128,0.275,Undirected
4,129,0.193,Undirected
4,133,0.193,Undirected
4,135,0.198,Undirected
4,136,0.1796,Undirected
4,156,0.1939,Undirected
4,168,0.2062,Undirected
4,169,0.2571,Undirected
4,170,0.2397,Undirected
